Suggestion,Intent,Volume,CPC,PPC,Trend
bad dc8eb6c9,0,5986409,18201614,0.359728106413,"[8444797, 4877464, 2904381, 9012193, 4281401, 4394424, 6853567, 6689196, 7364636, 6696548, 5635332, 4682980]"
bad a9319297,0,4619905,14374273,0.730078691039,"[4958092, 5100835, 9251287, 4716854, 864749, 2046733, 8452637, 850613, 1103426, 3201577, 7417876, 7474186]"
red herring a71feb9f,0,4600964,19634594,0.652983879827,"[6255061, 3245585, 4045458, 3882434, 7512593, 4465404, 9095584, 2710755, 1152417, 3566323, 609891, 8670064]"
bad 3bcccb2,0,5320840,7607510,0.476554535714,"[150481, 9260046, 5090664, 7882197, 6382762, 8736630, 4444168, 6548773, 3049133, 2510190, 4873952, 4921095]"
red herring 9c203268,0,5908398,3995119,0.985487587798,"[9800667, 6823360, 9187404, 5325861, 7091087, 3770771, 9049321, 2891475, 4904619, 7836899, 2399028, 1820289]"
red herring d01283ee,0,6234689,6529303,0.584073031502,"[7097339, 5635232, 7149570, 6131323, 7316254, 8934389, 9401169, 1093567, 6009313, 4475755, 3662927, 7909438]"
red herring ed21dd08,0,6356174,2391789,0.66733158147,"[931089, 937262, 4246389, 9203958, 9357404, 7477196, 8438679, 8021852, 9326945, 1345061, 9616633, 7371620]"
red herring e38b0b49,0,4554336,8815116,0.78815936369,"[8842025, 228671, 2685532, 9205735, 2431706, 8901168, 6855516, 1157700, 5475945, 5401306, 1012778, 2453958]"
red herring 66b54055,0,6284761,17903225,0.577751695055,"[9222066, 6150598, 7279363, 5465387, 9169388, 5473341, 3631333, 6905589, 5529227, 6529438, 331388, 9730024]"
bad e4540908,0,5251547,12889294,0.517202573224,"[9761907, 2746637, 7104002, 5626944, 8640504, 165652, 5518444, 5090685, 3567721, 3804621, 8162111, 2829343]"
red herring ec091d7b,0,5235784,12155692,0.54395492874,"[6966834, 2714518, 4510530, 3919373, 5089980, 9369624, 4634526, 7232618, 4230676, 6702210, 2024965, 5433557]"
red herring 64ee88d6,0,4216432,7463939,0.0341308729164,"[5649718, 7639842, 5020822, 7356574, 2021497, 3490319, 6746814, 2764757, 2577462, 2065834, 1103372, 4160175]"
bad 9388f572,0,4213502,5984418,0.206751719573,"[1132664, 236586, 5625643, 3909439, 7411335, 8975958, 3024450, 5414152, 9087106, 4811529, 241260, 691905]"
red herring 647d22e4,0,4927130,7105299,0.345954292193,"[4225833, 7280929, 3742844, 8098700, 4435398, 7755324, 2088042, 5762357, 5628635, 4959823, 351672, 4796008]"
red herring ee5555e,0,4505159,9531040,0.756371900078,"[9131281, 1220566, 3420872, 511918, 368863, 4844448, 8496422, 6499160, 7035482, 8139491, 1815496, 2577910]"
red herring 65e4fc5,0,5351218,8034242,0.390118133692,"[3653651, 9303115, 9653342, 3663280, 6988746, 3008643, 2256510, 6044728, 1457206, 8559547, 3092290, 6533566]"
red herring fe216a02,0,3988954,14105538,0.676434762999,"[4981253, 4269698, 4236547, 9900844, 4045658, 3212612, 4244097, 2732837, 2127632, 535549, 6729700, 851028]"
red herring 56d215dd,0,4928703,6627319,0.675358555858,"[386143, 9684729, 3608544, 7176325, 9711961, 4806649, 548539, 2595662, 3408360, 7553953, 9424800, 238774]"
red herring ef8e9831,0,4167338,9223158,0.267881456945,"[6593045, 1789408, 631627, 2586734, 8120265, 2061206, 1548011, 1491402, 8060334, 2656707, 6521200, 7948128]"
bad 238f5c40,0,3064365,13851989,0.526372529849,"[4109396, 1338698, 1538613, 1654670, 5945009, 1240533, 8282289, 965515, 8320620, 647329, 968499, 1761216]"
bad 7068ed78,0,4846495,19705265,0.73466081248,"[7709799, 7480306, 1632767, 3961410, 5210025, 6436145, 8269520, 7364898, 2616589, 660458, 6600001, 216023]"
bad e594e6dc,0,5889613,15533636,0.231191343992,"[9063272, 8349403, 7701055, 4336722, 4657549, 9907830, 5437167, 438316, 3592022, 8897722, 1804935, 6489371]"
red herring 7311c0e1,0,4492766,8920556,0.670810832749,"[786743, 7964708, 7494361, 5316366, 1902655, 3127474, 1214461, 4054098, 8691779, 3829599, 4394678, 5136279]"
bad 85f01830,0,4420887,4100888,0.075814885973,"[7492865, 718274, 6014450, 5626895, 9190383, 1371566, 696182, 8687297, 4527227, 2821927, 41320, 5862259]"
bad 12c8880,0,3450691,14724473,0.325046002074,"[1850767, 7007950, 161457, 4196931, 1661782, 2591005, 2309270, 7632399, 5112814, 2004517, 1662893, 5216515]"
bad e2fe005e,0,4328456,3183736,0.15747452961,"[1109926, 4626372, 5542114, 8166018, 395267, 7749254, 2038878, 6336180, 5878487, 1326461, 4634862, 4137655]"
bad 57d28817,0,5860028,15912434,0.560968205866,"[5672992, 7881497, 8922319, 9081824, 5811779, 3468696, 8293699, 1968454, 9974032, 1894530, 3745504, 3605010]"
red herring 9942d44a,0,5071752,16819691,0.0384550218062,"[4438325, 9970356, 2938240, 1488788, 8812111, 6239503, 3483995, 8396505, 9544075, 708787, 1027512, 3812832]"
red herring 253a20af,0,3514527,1994474,0.858611229154,"[3872454, 5718259, 807266, 3026356, 3385788, 912464, 4584685, 3752706, 1885191, 1126651, 3432887, 9669618]"
red herring de2a4835,0,5865132,5655736,0.916803509227,"[4962896, 9592947, 4200469, 3616003, 5688243, 6258355, 4733099, 9366062, 7535628, 6075340, 6339471, 2013072]"
red herring e8a4ffe8,0,5086321,2919675,0.992087482004,"[9042952, 9506266, 4275990, 4187353, 2030084, 2360726, 8956766, 8380662, 2042159, 1349223, 4829683, 4073997]"
bad c6f54416,0,5300152,13457206,0.928474127662,"[7696367, 3317958, 6704364, 6314692, 5641935, 4402897, 4739477, 5164716, 1366926, 7533344, 8157890, 2561269]"
red herring 8193c50,0,4965137,14350432,0.0086427904799,"[5055189, 719463, 7220793, 8993981, 4757555, 8841733, 4157330, 5051517, 6855517, 4960757, 1481827, 1485989]"
bad 17986214,0,4292937,19102764,0.784206962789,"[617178, 9048380, 7390471, 6087700, 2967704, 716642, 4363768, 7102322, 2979502, 4099130, 3408963, 2733489]"
red herring 7e4f8e5f,0,4509389,5734174,0.0886139913453,"[2292532, 9509985, 5364132, 4447737, 325211, 9611857, 3348059, 5217776, 5891009, 1127695, 1397690, 5578992]"
bad 5f561b72,0,5902386,736616,0.119345695293,"[2923917, 2815755, 8622224, 3649466, 9201161, 6396179, 7708098, 9886680, 7940227, 21290, 7081152, 4582485]"
red herring 86bb2ee8,0,3543679,16931167,0.211227918958,"[5256697, 2420992, 3960040, 1683004, 669160, 5465685, 3288480, 3092038, 1159584, 4316194, 4259636, 6952640]"
bad b5eff647,0,5572305,2977837,0.870516904896,"[9505330, 3757635, 3811167, 6536095, 8521216, 6079711, 6782729, 4082629, 4471696, 2288891, 7365710, 3664854]"
red herring 44754f63,0,5556548,7383747,0.844055202457,"[2724442, 7114844, 4283922, 8294523, 5320040, 5178642, 3021815, 6035588, 5723208, 3410100, 9895034, 5676421]"
red herring 29b3e624,0,4758706,14141160,0.0798753524106,"[7663201, 431557, 3754372, 4841407, 4563297, 6480768, 490365, 9450028, 8764185, 2164048, 2003554, 6497696]"
red herring 4c266587,0,4978716,9991356,0.211059569553,"[9692922, 5804238, 7243729, 8172260, 6046466, 91134, 2617004, 1619184, 5981649, 3024501, 8674069, 777441]"
red herring 18bf9f6,0,6752605,6600856,0.308318375206,"[6073887, 6755035, 266999, 7200716, 8820558, 3652724, 8361725, 8200951, 8414943, 5037593, 9703385, 8542750]"
red herring 76419593,0,6860252,9872752,0.637130453795,"[8082355, 9227932, 2183186, 6045072, 3686856, 8926626, 4152934, 4300821, 8488993, 9236891, 8518114, 9473248]"
bad 21ed962c,0,5972849,10243464,0.095467235783,"[5376, 9273682, 8862316, 1889874, 9339834, 1559976, 9625853, 7522354, 450509, 9558974, 9584703, 4000744]"
red herring 3f77eb7,0,4963139,4685635,0.705023935326,"[3257869, 8474345, 1201694, 2166804, 9738633, 7247559, 4517206, 8760242, 4022339, 948682, 6530229, 2692067]"
bad 9387a0af,0,5566041,11632759,0.561632362556,"[6826857, 5101908, 1636728, 6385827, 9751150, 2651403, 2633188, 8321300, 9076927, 2916275, 1642976, 9847964]"
red herring ca115e82,0,4700891,15088495,0.715012581268,"[7231095, 3077671, 8244648, 5815396, 2261462, 15501, 4178956, 7324878, 5391472, 3323810, 5838702, 3707109]"
red herring d8bbbd57,0,4975480,2893619,0.734253966015,"[561831, 2672621, 8034090, 9218310, 5479647, 8102476, 1342594, 5673306, 1145838, 6934135, 3115570, 7425349]"
red herring f9420c1,0,5240835,14551962,0.496544114489,"[4250248, 7446250, 4249850, 9945024, 2961103, 380227, 7274799, 968086, 8919360, 438339, 7394965, 8661776]"
bad 6399be4b,0,5761503,14301710,0.590330238393,"[9487838, 7548386, 4532279, 6351829, 4000366, 513843, 6444054, 7393652, 7841536, 6240046, 8720478, 63737]"
red herring 29e0ec69,0,4141404,7703333,0.250764625582,"[337176, 8225535, 1395090, 4720257, 5734874, 4487206, 8961036, 611574, 3651519, 3179762, 2529894, 5862932]"
red herring 701251e6,0,4420753,7578801,0.145452920479,"[2611515, 2913929, 525977, 3709628, 6310898, 5737831, 3042881, 5701581, 4746722, 4740691, 6597525, 6409862]"
red herring 3298b2cc,0,3772934,19482538,0.690534492346,"[3743957, 2161511, 5963740, 99292, 6820004, 476079, 6846774, 3367810, 7367095, 46551, 4639821, 3742580]"
red herring 512a2508,0,6515106,11329824,0.232469820905,"[3387175, 9920925, 6439266, 7841663, 9274773, 8747283, 5694618, 849189, 8126399, 8575032, 7945299, 1379652]"
bad 29daba58,0,5570221,18327669,0.628399646911,"[4836291, 4412093, 9974529, 5105671, 4506186, 219240, 683550, 6726795, 9452591, 3778911, 8826142, 8320658]"
bad 9102bcfd,0,5096276,8081128,0.339492919627,"[3716610, 7233274, 453364, 9625698, 626745, 9906877, 4149261, 7279409, 299141, 7200236, 9657903, 1006794]"
bad a7eaa593,0,5932536,9589074,0.504739447657,"[8171032, 6006204, 4487293, 3535047, 5949494, 9978810, 1700134, 9987383, 3542619, 9320185, 1440658, 7071581]"
bad f32bceb9,0,5666236,19488096,0.0207275950722,"[7106181, 1128755, 8537086, 3323513, 5507536, 8141134, 2459223, 5700598, 8141930, 5195788, 3394225, 9358874]"
bad 61a59096,0,4978915,8953387,0.602490053901,"[7138297, 9031381, 3738709, 8847353, 1770593, 1724094, 1141058, 6293314, 3164460, 1252575, 8597849, 7047301]"
red herring 816862de,0,4227025,6956347,0.68767966914,"[3470914, 43919, 1805032, 9942409, 7666444, 2330320, 59063, 641541, 7676407, 1410771, 7027237, 8650246]"
red herring f28881a8,0,4651199,18964648,0.458211896467,"[925761, 6818164, 524096, 1226599, 4840843, 336541, 7184917, 9628069, 3095192, 5275183, 8954455, 7004576]"
bad ea651c24,0,5140480,15629620,0.236759848245,"[784067, 7152900, 6859282, 5556343, 4174404, 1480086, 2618808, 5227480, 7041832, 7227162, 8110266, 5453131]"
bad eea29659,0,4731689,12273644,0.765222193932,"[5490774, 2515948, 6338557, 4903373, 4085019, 270846, 6703511, 9571253, 5545044, 2051440, 3863802, 5440709]"
bad 7509c827,0,3753070,9834217,0.214723257602,"[1557153, 1845593, 9768857, 1278492, 5175338, 2893134, 6644586, 5719331, 1872340, 6207169, 1032197, 1042651]"
bad 442039bd,0,5481534,19409301,0.514502573201,"[8425019, 5119668, 3410588, 4322581, 4999946, 2433788, 1395988, 7049242, 9931323, 6695106, 3773299, 8221870]"
red herring 5020ccdb,0,5480309,1580238,0.191172954791,"[4473728, 8976298, 7677894, 799466, 8800212, 3020984, 6447470, 505026, 8622612, 6592769, 3404037, 6443213]"
bad 72dea8ab,0,5141862,5494157,0.435761718073,"[4448880, 9925695, 6273303, 1287239, 1773301, 3857964, 9020892, 2340089, 6465082, 9065938, 1134432, 6109529]"
bad 1a6b7c6f,0,6290356,16981458,0.196018388596,"[5671011, 8337962, 7226264, 9965202, 5625733, 6087807, 4199047, 9315325, 6842827, 7128804, 2273751, 2810548]"
bad 980051e8,0,5040953,14049284,0.83415406877,"[8492831, 9194149, 7321963, 4848934, 4581712, 5645554, 3151375, 5196631, 1009520, 5368109, 2150532, 3530127]"
red herring eb398dd2,0,4004122,4461034,0.358954970109,"[6401460, 67560, 6453215, 322101, 4714843, 4473176, 3291541, 4855751, 2807879, 1324498, 5904057, 7433383]"
red herring 540a988a,0,4780988,16403896,0.592935279921,"[9988345, 4323870, 670591, 2349696, 3955442, 5300452, 9882479, 7416781, 350978, 8078568, 4793457, 261207]"
bad f1cf4e9,0,4934810,9153080,0.891321686134,"[8593117, 5154899, 3620111, 50503, 6607544, 8386258, 2352189, 2244539, 8153145, 6709325, 5450028, 1896068]"
bad 6056697a,0,4575392,19365128,0.914986751618,"[3709203, 5676481, 6135515, 2976976, 7842325, 9165625, 6771589, 179455, 524210, 2881976, 93614, 8947738]"
red herring c577f2ba,0,5504180,1162063,0.746142248991,"[5680416, 8176365, 7650509, 1722967, 4501881, 8749137, 1216539, 1783739, 7275325, 7196444, 3900656, 8196188]"
red herring 926f3e65,0,4314830,1034488,0.997234574749,"[794009, 5080097, 1189871, 1818102, 2052085, 7515779, 9971748, 5106602, 1115413, 6834101, 534220, 9765937]"
red herring a76055a4,0,4983712,8473121,0.0422671853001,"[4923966, 7262630, 1522163, 6551600, 2446424, 9994236, 4628562, 8179469, 4261800, 795772, 8218297, 1019635]"
bad 794a3d0c,0,3866812,12971128,0.546557238725,"[5999746, 252698, 4830024, 4420183, 7597909, 4914176, 809432, 7589415, 2399825, 468947, 3011259, 4108131]"
bad ca97272e,0,5412943,6030627,0.295788336229,"[6152324, 145309, 8550191, 9507740, 8419603, 8272024, 9237509, 8171691, 265615, 395727, 1633645, 4203941]"
bad 509e1504,0,5259387,18647852,0.833457938987,"[7291128, 5692985, 2783025, 4088848, 8058938, 6851966, 6994714, 830255, 611176, 3997899, 8502417, 7409297]"
bad 4c10ebe7,0,5517369,17523036,0.491990678003,"[4574641, 3774566, 1519776, 7245706, 5438086, 2059123, 8367104, 2525368, 5908606, 9875200, 5368823, 9551431]"
red herring 26733c2b,0,4002047,5652540,0.601176369817,"[539353, 6797478, 922184, 4266383, 604911, 3434372, 203189, 6080434, 8384596, 1059184, 6644574, 9087915]"
red herring ef0afd54,0,5808072,1468913,0.818161375123,"[5271791, 7111036, 5287318, 149180, 5019375, 5746195, 9663125, 5518551, 8963070, 9751456, 5081732, 2134046]"
red herring 80555a7d,0,5256218,18878712,0.0148299720831,"[8774267, 2933467, 7341999, 2994465, 6369399, 6683099, 3989028, 6608981, 1349222, 8658818, 5886623, 1485253]"
red herring 336b1e80,0,5250104,15215988,0.212877450379,"[5051734, 7986449, 802128, 8839894, 8950114, 9103462, 3563620, 3355523, 156509, 182085, 5237121, 9772614]"
red herring f116cd76,0,5867896,16371377,0.615227731868,"[1407695, 6545361, 7987419, 8819891, 2501329, 6855522, 7847744, 4080411, 7610212, 6627754, 1550663, 8580751]"
bad c4a0d07b,0,5275544,11586460,0.0673389333639,"[9309388, 4512926, 5716026, 8331733, 937781, 5969454, 3920184, 7373016, 7133786, 847339, 7463064, 1791832]"
bad f0814393,0,4836101,3553311,0.960695452229,"[7285571, 9002375, 382553, 1287638, 5357198, 2430712, 7157800, 848631, 7315161, 6357860, 3149025, 7458692]"
red herring 4946663c,0,5216910,17251512,0.0634400562116,"[7978266, 7879995, 5175558, 9483057, 584774, 505791, 7424172, 2235258, 7524201, 3825130, 6737890, 3248835]"
bad 8476eccb,0,6376207,7192990,0.779641200298,"[3511034, 7776926, 9200731, 3456701, 7573345, 2991734, 7880779, 6552449, 7622879, 9538293, 3114203, 7295419]"
red herring 16c16ac,0,5461567,12908095,0.250638883084,"[1170484, 7055847, 9468121, 7869032, 7171256, 3386265, 2764384, 4750344, 1617848, 8604347, 3347290, 8333590]"
red herring 94e3a3f6,0,4827830,9199168,0.300999141663,"[4539845, 9723342, 7061853, 9338003, 732154, 1328293, 98293, 7041287, 4610308, 4587469, 5490030, 3383093]"
bad ea8fa45a,0,4703211,17573477,0.301915264547,"[4984317, 2291383, 1813630, 4479976, 5406620, 851508, 4953506, 6202580, 811721, 8908705, 6131096, 9603495]"
red herring 37a8530d,0,4748562,13927724,0.0448089888092,"[8408105, 3607624, 2670417, 4575522, 3649429, 8160699, 5769707, 2947902, 8453474, 6584532, 1501340, 653998]"
red herring 347cb75b,0,5364728,3746556,0.570056555365,"[6062456, 6155072, 2926861, 8743455, 4638032, 4107118, 5509811, 7879713, 9355745, 3881310, 1246557, 3870615]"
bad 41a78d56,0,6002715,9848972,0.134833542175,"[5726622, 1936599, 8778383, 8474716, 3600394, 448665, 7707820, 6515897, 9606016, 5194053, 4059320, 9984101]"
red herring 6301181c,0,4041493,10671187,0.237446643054,"[7419888, 1883891, 3716954, 6666945, 5516934, 6295406, 5940062, 2218300, 6318158, 1639563, 45378, 836437]"
red herring 1cd3b382,0,5132784,12068033,0.735803874245,"[7537668, 3152380, 9244536, 8859148, 6357361, 32184, 1492280, 6678232, 6408409, 1326212, 6967407, 3537599]"
bad 74628130,0,5948509,14765138,0.9769414114,"[247208, 8972451, 6764449, 8770881, 1050365, 5537358, 7314439, 6541284, 5478228, 7587246, 5681866, 7436335]"
bad fd9e9c48,0,5508666,10682011,0.965137190242,"[479752, 170450, 9501965, 7698325, 3289062, 9035957, 6278262, 7519745, 7585837, 7815336, 5379709, 1349596]"
red herring adda7c97,0,5510839,3778431,0.119678146652,"[7412591, 2013387, 8184089, 9137341, 9394750, 4140326, 1326388, 1259963, 9106898, 3957637, 1623220, 8573478]"
red herring 4afc149a,0,4583624,239387,0.898757044299,"[673665, 4884368, 5539878, 5393111, 5831263, 2507644, 2388775, 84001, 6596305, 8505067, 7801398, 4798017]"
bad c395c225,0,5779379,17290400,0.0551094905018,"[4768357, 3701879, 8481975, 7181695, 2976830, 1543452, 8616631, 7402848, 6153379, 6051908, 2554780, 9918825]"
red herring be5a6ff4,0,4091899,18013989,0.552895190762,"[3115219, 889214, 1113055, 5531205, 6723564, 2889950, 2077704, 7783790, 6316770, 4803175, 1720443, 6138701]"
red herring 7de7929d,0,6202367,13616011,0.550051217997,"[339414, 9600239, 9415521, 5401004, 6254590, 3117125, 9678972, 8310573, 4747397, 8510365, 306048, 8747157]"
red herring 87ba0ca3,0,6047260,7064273,0.181772894912,"[9538861, 5355544, 2505193, 6945709, 9061274, 3456449, 9836194, 6951062, 3090634, 9371145, 1333898, 5121159]"
red herring 2e54798,0,4282266,1355503,0.307243449578,"[4318649, 9151324, 3008085, 2437322, 4734245, 853554, 8951539, 1263153, 1424721, 7742491, 3491855, 4010257]"
bad 69fd6d3b,0,5425216,8040395,0.413775782601,"[8432003, 3954822, 6448157, 4052254, 5692272, 8352590, 7949762, 9012528, 1718221, 3801072, 5042957, 645963]"
bad 757c9802,0,6556322,14177560,0.754232301827,"[6542708, 7992487, 6895095, 4713059, 9300561, 8600654, 1235167, 9462673, 3072555, 3070915, 8639244, 9150748]"
bad c73d0723,0,3785473,11507868,0.269713107245,"[2206305, 46514, 4310882, 3092534, 905501, 4759349, 3794347, 8842383, 7920419, 4494581, 4635852, 417012]"
red herring 9607891d,0,5239279,12615085,0.942232210524,"[1935509, 3347093, 3186190, 5977917, 6607895, 6097587, 3824257, 9311216, 209233, 9519038, 4905580, 7949841]"
bad d69f63fe,0,5884579,2215996,0.287242628183,"[1657606, 9804926, 6690226, 8646240, 552569, 375375, 8445453, 7968132, 9679585, 4032939, 8578005, 4183894]"
red herring d399946a,0,5229286,6705093,0.230910667468,"[8675280, 2296946, 1521195, 1480689, 8489999, 9060558, 2649406, 1034569, 6639333, 8612330, 7262979, 5028159]"
red herring 19b59669,0,3792867,8659870,0.281254256225,"[1005660, 7651421, 6282901, 2001722, 8823212, 2409007, 129796, 713846, 8965694, 1642726, 2702436, 3185987]"
bad e65a5e70,0,5580683,16106858,0.287411528141,"[4990796, 6917171, 4982326, 261746, 3987086, 9661214, 4419786, 5516086, 7867011, 9897204, 8050417, 417361]"
red herring a0be7013,0,6460117,2602997,0.0290642545701,"[5802808, 7323364, 9471114, 8076959, 8462957, 6560177, 6452847, 4616836, 6041171, 2122225, 6864787, 5726166]"
red herring f2886487,0,4914117,1598001,0.258120092083,"[9836646, 8477911, 8053079, 9251913, 3717419, 1548184, 609193, 1345849, 7318415, 4956447, 2676884, 1177470]"
bad 7d92dc46,0,5276762,4087588,0.061928590871,"[5030516, 9033214, 4883004, 1938390, 3424359, 349645, 6947500, 6444539, 6036100, 7688165, 9473652, 2072065]"
bad f3a10f1b,0,5588203,373016,0.22617848339,"[7616576, 8375501, 7149597, 3622203, 1671793, 6498323, 1220924, 7426974, 5106100, 1382994, 8898839, 8088623]"
bad 60e8c007,0,6284693,4657182,0.667679779099,"[8025378, 6745139, 5935753, 8626068, 8869190, 6136477, 6233685, 7270524, 2547313, 2013057, 3021093, 9992649]"
bad 5860fda5,0,4900859,9181577,0.6219776841,"[643568, 6627174, 6538711, 1972048, 5551717, 1516856, 5161927, 9770445, 7926285, 1949213, 8912369, 2239997]"
bad b2fed704,0,4889038,19853794,0.342958443768,"[5281067, 6088407, 3579294, 5006979, 7142871, 1546029, 9484657, 4771234, 2181646, 2745922, 9029370, 1810981]"
red herring e6609e2a,0,4687280,4812385,0.649829755253,"[4994307, 6922971, 4244131, 4260150, 2178330, 6353852, 6676899, 1784937, 1118413, 6368809, 3242169, 8102400]"
red herring 7cb2ebfd,0,5179004,7072282,0.228034548237,"[152587, 6328115, 3777191, 8726722, 3105281, 1051073, 7524305, 6332323, 8436738, 2969565, 8772438, 4971717]"
red herring a75e9104,0,4227036,15622162,0.582041193472,"[9993643, 2437389, 1158376, 7308795, 1956412, 911328, 2690557, 2307938, 7097516, 2346761, 7142988, 5372736]"
bad 8670f458,0,3864937,9962167,0.759559037258,"[461474, 7157961, 4597448, 4971941, 29404, 5092769, 2355938, 236074, 9825653, 5471566, 457664, 5721360]"
red herring 97d612b0,0,4085057,9174101,0.922773574037,"[5011354, 5600705, 3418630, 4057276, 1630597, 7933544, 5419403, 4128294, 376635, 6441300, 4571382, 431572]"
bad dd7b05a7,0,5009670,2271200,0.208178335997,"[4457047, 5936440, 5151422, 8280417, 5413680, 4453441, 1305614, 2373577, 4678769, 7452599, 3221394, 7391649]"
bad fdb46da7,0,3889579,7968951,0.755723590662,"[2365580, 3447016, 982927, 2150521, 9483828, 8739729, 2035456, 851596, 9260831, 1769581, 125724, 5462161]"
red herring 91686911,0,5020346,1068520,0.0188822915969,"[6659264, 493680, 9345388, 7503829, 6540335, 6632976, 4692712, 8362648, 8473110, 694585, 553345, 292284]"
red herring c17a3945,0,4568236,6378536,0.883770369713,"[9742217, 983185, 3207542, 3998876, 5502984, 9817133, 1319180, 168054, 5780762, 3082163, 5692364, 5524374]"
bad ccd20408,0,5723548,13965727,0.440585694369,"[9439684, 574370, 8014401, 1291437, 3376188, 9614753, 8996141, 6197606, 7729834, 1702315, 6201875, 5543979]"
bad 8a25e294,0,5974990,12087135,0.753502633959,"[6668828, 4671965, 7803756, 9502816, 6405863, 5845275, 3701846, 5941047, 8560776, 2156706, 6957697, 3483310]"
bad 42c1d900,0,4216713,19950242,0.665909355354,"[9324002, 1041586, 6152947, 9482328, 741745, 4934146, 570722, 6171139, 3338855, 5046044, 3443696, 353350]"
red herring 99791614,0,4250881,2545051,0.297838669555,"[661349, 2612447, 8750702, 3338401, 2271576, 4816333, 7858909, 8909751, 7113825, 2620282, 1875568, 181429]"
bad d9b202e6,0,4528615,7810889,0.110151057514,"[1467956, 3449139, 9388533, 5526137, 5254038, 1821990, 1073233, 5739890, 8173412, 2866324, 7798476, 1784257]"
red herring dfce26d6,0,5143427,6834788,0.266341556853,"[1252382, 29598, 5324012, 3772575, 7845711, 4308437, 7068705, 8424787, 3296429, 1033128, 9641655, 9723709]"
bad e5405710,0,5825287,10424425,0.476194829787,"[4728592, 460390, 3357595, 5721298, 2965699, 3023816, 8564923, 9184435, 9747296, 6142044, 9576917, 6430440]"
bad 7ba28617,0,5090478,16087561,0.56082853596,"[8925944, 8985167, 778791, 2127558, 3806452, 2203181, 6329503, 3365470, 2244038, 7931016, 6318768, 8069858]"
red herring 8b55e702,0,5395312,16008631,0.917763983418,"[1592769, 9905973, 8321235, 2285934, 3230828, 7798518, 3346579, 4910523, 2711738, 8358787, 6897138, 5383726]"
bad bd05ac8a,0,4273617,15312205,0.511102350827,"[3875566, 121440, 3670757, 3025990, 5868226, 3825489, 477423, 1402362, 2295293, 9571881, 7757334, 9391653]"
red herring 59bc4b29,0,6651207,12710967,0.166509900301,"[4369057, 9322336, 4291942, 8741414, 8988875, 7388673, 8169395, 4228989, 8393474, 8700377, 545348, 6674611]"
red herring 6f606555,0,6144098,16505639,0.660337166479,"[1906957, 1533098, 6057040, 9201557, 9484375, 9029908, 2428438, 7925662, 5644938, 9704289, 9659403, 1153520]"
red herring e7bd7e3,0,4588512,8478756,0.668683407879,"[2868954, 3183368, 5118853, 2914295, 7153304, 625596, 9734882, 7611809, 2427945, 2138227, 3337378, 7947535]"
bad 51d51059,0,5522460,3994960,0.797411803385,"[5479307, 8414516, 9123042, 1775244, 7424735, 5842338, 7381920, 2416644, 9401118, 3834878, 2032531, 3143248]"
bad 3e542ab,0,3644464,19072177,0.187443535867,"[4738663, 2014847, 1439588, 8871751, 163395, 2471560, 1257130, 5414909, 1142560, 6149414, 9245605, 824152]"
bad 85715ec2,0,5058838,17478878,0.834759863765,"[3619084, 6595434, 5568403, 2507263, 2178912, 7902052, 2531052, 7272848, 751454, 3584826, 9442771, 8751968]"
red herring c84e24b6,0,6580173,12597245,0.787196912032,"[7309854, 3772516, 5947565, 7314646, 7756322, 4724258, 9327638, 8232008, 5485925, 4588395, 6163907, 8339045]"
red herring d72dc27f,0,5608665,19995027,0.372915786952,"[7870934, 2765733, 6833466, 1029860, 9369656, 4597586, 641677, 5422826, 4329326, 9201243, 9665557, 5576125]"
red herring a71aa167,0,5402169,10211065,0.364692230025,"[9374548, 3569929, 8317494, 3861827, 3891880, 26174, 6375873, 257415, 9205475, 2668617, 7669267, 9607531]"
bad fe6f0e66,0,4343708,7404700,0.520521995967,"[3329323, 3157538, 6638797, 7193483, 4321441, 4127897, 4285859, 7189593, 925573, 1020065, 473593, 9461334]"
bad 122fb2c6,0,4740352,19864086,0.695248235726,"[9628899, 5587953, 4015205, 5445032, 6662353, 2838885, 5736240, 132487, 2238668, 8140020, 3261993, 3196497]"
bad 286d4de4,0,4992439,14490446,0.68737206945,"[9610692, 3395851, 2477022, 3759709, 7809549, 3407007, 9549495, 3668415, 1871823, 7952505, 210043, 6197166]"
red herring 4ebbe035,0,4609659,15667844,0.638537450033,"[3999138, 6100764, 1056802, 8614059, 597707, 8998412, 5781970, 4147300, 2716798, 643235, 3122954, 9536780]"
red herring 2cb03e74,0,6335479,7532493,0.177678143991,"[9012209, 3942559, 5081078, 6056018, 7601016, 6471136, 6343207, 8265812, 2751123, 6797373, 9177769, 4526458]"
bad 65ffddaa,0,5455390,18304993,0.0735820979369,"[6537157, 9774644, 9183111, 1944903, 7186716, 6210231, 5656970, 829679, 5922952, 8924932, 1662623, 1630767]"
bad 2bf7607d,0,3502245,4770232,0.0583304045773,"[1649669, 9412230, 1031783, 3225447, 8582915, 1278520, 2854217, 3918270, 5042532, 530983, 2343492, 2156890]"
red herring c6248789,0,4463310,17953992,0.403606117991,"[5314486, 4585668, 3500027, 1466370, 506371, 8511257, 4689896, 8315595, 9825966, 1052620, 1444122, 4347342]"
bad f292eadf,0,4065005,19868895,0.71326593413,"[5489282, 3129354, 5647, 1484045, 3096231, 4256322, 245334, 1928965, 4975854, 9203693, 6914813, 8050520]"
